image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees
20160328_153702_641_1081,28,33,2,1358,1428,1676.53,0.019684,0.016701,11.96,42.34,9.3216,21477,37.85
20160328_153702_641_361,21,20,5,1075,1104,1260.16,0.015871,0.016665,10.92,53.58,6.2687,14443,68.24
20160328_153702_641_721,30,20,5,1145,1166,1339.97,0.014926,0.022389,19.28,70.79,9.7773,22527,125.79
20160328_153706_1281_1,9,16,4,435,461,536.39,0.029829,0.016779,10.37,37.18,1.7799,4101,83.7
20160328_153706_1281_1081,25,19,3,837,863,978.57,0.019416,0.025548,17.85,83.12,6.6063,15221,90.66
20160328_153706_1281_361,48,52,7,1863,1934,2259.16,0.023017,0.021247,18.72,69.57,13.7127,31594,170.54
20160328_153706_1281_721,24,23,6,1118,1171,1368.58,0.016806,0.017536,18.4,83.14,7.6697,17671,68.54
20160328_153706_1921_1,48,48,7,1704,1783,2066.74,0.023225,0.023225,9.92,46.36,8.8129,20305,167.83
20160328_153706_1921_361,7,2,5,193,189,209.71,0.009537,0.033379,6.59,20.79,0.6775,1561,163.52
20160328_153706_1921_721,23,18,1,948,980,1135.74,0.015849,0.020251,8.58,44.39,4.3845,10102,167.64
20160328_153706_1_361,33,25,3,923,950,1075.09,0.023254,0.030695,7.21,23.97,4.1024,9452,176.54
20160328_153706_641_1,18,9,5,488,502,577.39,0.015587,0.031175,6.95,23.18,1.9926,4591,92.2
20160328_153706_641_1081,17,22,2,671,739,843.38,0.026085,0.020157,8.1,32.0,2.648,6101,86.44
20160328_153706_641_361,44,50,2,1726,1806,2095.54,0.02386,0.020997,12.4,46.79,10.1688,23429,158.98
20160328_153706_641_721,14,11,1,579,610,699.47,0.015726,0.020015,8.8,26.79,3.0595,7049,95.4
20160328_153714_1281_1,1,0,1,232,231,264.55,0.0,0.00378,13.57,36.0,2.4891,5735,104.22
20160328_153714_1281_1081,8,9,3,721,742,860.88,0.010454,0.009293,12.94,43.54,5.3924,12424,37.13
20160328_153714_1281_361,17,7,8,1100,1102,1271.0,0.005507,0.013375,12.52,47.94,9.0043,20746,170.55
20160328_153714_1281_721,11,10,2,1159,1169,1371.14,0.007293,0.008023,15.51,60.39,9.5768,22065,147.34
20160328_153714_1921_1,1,0,1,155,154,171.4,0.0,0.005834,9.5,24.0,1.0156,2340,97.19
20160328_153714_1921_1081,10,5,3,572,583,676.2,0.007394,0.014789,14.5,44.8,5.3906,12420,49.4
20160328_153714_1921_721,2,0,2,449,447,521.14,0.0,0.003838,10.0,29.98,3.1554,7270,25.45
20160328_153714_1_1,10,24,2,1224,1278,1449.48,0.016558,0.006899,11.76,43.55,7.0642,16276,173.16
20160328_153714_1_1081,6,8,8,536,541,624.67,0.012807,0.009605,10.83,32.39,3.6155,8330,156.48
20160328_153714_1_361,7,18,6,835,875,1028.26,0.017505,0.006808,18.13,63.19,6.1137,14086,44.39
20160328_153714_641_1,6,1,4,467,463,544.6,0.001836,0.011017,7.04,34.0,2.0677,4764,144.45
20160328_153714_641_1081,15,8,5,1071,1077,1219.9,0.006558,0.012296,10.18,43.94,6.9909,16107,176.61
20160328_153714_641_361,28,21,11,1294,1320,1497.7,0.014022,0.018695,14.62,54.36,10.6576,24555,176.4
20160328_153714_641_721,4,1,2,383,382,442.89,0.002258,0.009032,7.47,20.38,2.1766,5015,64.55
20160328_153718_1281_1,19,13,3,563,580,669.06,0.01943,0.028398,11.03,41.58,3.6194,8339,82.18
20160328_153718_1281_1081,14,15,1,609,636,728.78,0.020582,0.01921,14.64,45.15,5.4453,12546,75.7
20160328_153718_1281_361,6,6,1,504,515,583.35,0.010286,0.010286,14.71,61.18,4.181,9633,91.33
20160328_153718_1281_721,19,16,2,717,736,872.69,0.018334,0.021772,21.26,69.53,7.8702,18133,70.43
20160328_153718_1921_1,14,12,2,576,590,675.33,0.017769,0.020731,11.41,33.97,4.1562,9576,93.81
20160328_153718_1921_361,13,11,1,509,524,586.55,0.018754,0.022164,11.78,39.15,3.8845,8950,87.56
20160328_153718_1921_721,23,23,6,736,775,892.64,0.025766,0.025766,8.85,28.36,3.5503,8180,93.2
20160328_153718_1_1,17,10,5,455,463,529.27,0.018894,0.032119,6.54,22.79,1.8542,4272,93.32
20160328_153718_1_1081,49,50,13,1666,1760,2054.92,0.024332,0.023845,12.78,51.15,9.1649,21116,143.98
20160328_153718_1_361,33,20,14,615,631,716.33,0.02792,0.046068,6.54,21.97,2.043,4707,107.13
20160328_153718_1_721,25,20,11,1203,1225,1418.02,0.014104,0.01763,8.25,30.37,5.5651,12822,149.64
20160328_153718_641_1081,16,24,1,655,744,884.0,0.027149,0.018099,10.28,40.36,3.1176,7183,26.37
20160328_153724_1281_361,15,9,5,713,730,818.64,0.010994,0.018323,14.91,52.73,5.9727,13761,179.05
20160328_153724_1281_721,5,5,3,522,525,589.62,0.00848,0.00848,18.26,56.0,4.1311,9518,177.33
20160328_153724_1921_361,16,20,1,1012,1045,1197.84,0.016697,0.013357,17.12,64.31,10.1788,23452,173.55
20160328_153724_1921_721,4,2,1,143,142,161.88,0.012355,0.024709,38.82,103.12,2.5951,5979,2.15
20160328_153724_1_1,30,41,7,1189,1287,1476.71,0.027764,0.020315,6.72,24.38,4.4484,10249,21.16
20160328_153724_1_1081,8,5,2,449,452,527.8,0.009473,0.015157,12.52,40.0,3.2552,7500,149.78
20160328_153724_641_1,29,33,3,1211,1289,1482.02,0.022267,0.019568,14.31,51.99,8.1246,18719,122.09
20160328_153724_641_1081,14,21,2,851,886,1042.99,0.020134,0.013423,14.77,49.97,6.6094,15228,158.08
20160328_153724_641_361,12,14,2,718,739,858.71,0.016304,0.013974,12.37,46.35,4.9761,11465,66.6
20160328_153724_641_721,24,24,6,1094,1142,1319.7,0.018186,0.018186,10.7,36.76,6.9766,16074,154.48
20160328_153732_1281_361,2,0,4,286,282,307.27,0.0,0.006509,16.72,49.15,1.947,4486,2.87
20160328_153732_1281_721,12,11,1,809,825,940.15,0.0117,0.012764,23.96,73.18,11.5569,26627,1.99
20160328_153732_1921_361,4,1,6,235,229,268.76,0.003721,0.014883,8.67,35.58,1.1133,2565,172.09
20160328_153732_1921_721,14,10,3,702,714,821.7,0.01217,0.017038,22.62,76.3,9.276,21372,0.43
20160328_153732_1_361,14,13,1,850,867,1000.79,0.01299,0.013989,9.79,31.96,5.9944,13811,9.95
20160328_153732_641_361,25,18,4,1084,1113,1286.14,0.013995,0.019438,18.33,71.51,10.2522,23621,177.34
20160328_153732_641_721,4,3,4,355,356,396.59,0.007564,0.010086,14.05,60.0,2.2743,5240,17.84
20160328_153801_1281_361,11,12,3,1146,1172,1298.34,0.009243,0.008472,27.52,120.0,13.8212,31844,175.36
20160328_153801_1281_721,10,5,3,705,710,755.56,0.006618,0.013235,40.69,105.88,12.3038,28348,0.39
20160328_153801_1921_361,4,1,3,449,447,476.82,0.002097,0.008389,41.67,111.48,7.0065,16143,1.76
20160328_153801_1921_721,7,5,1,788,790,872.84,0.005728,0.00802,45.54,142.6,18.5985,42851,2.38
20160328_153801_1_361,8,6,6,820,821,948.99,0.006322,0.00843,20.27,58.0,12.2786,28290,21.66
20160328_153801_1_721,17,25,3,1392,1428,1659.55,0.015064,0.010244,18.5,67.54,13.8255,31854,152.96
20160328_153801_641_361,9,7,3,882,888,993.62,0.007045,0.009058,30.29,120.0,13.1241,30238,4.24
20160328_153801_641_721,10,16,1,1268,1290,1449.06,0.011042,0.006901,36.46,123.45,18.5725,42791,173.49
20160328_153813_1281_1,3,2,1,725,725,804.94,0.002485,0.003727,15.7,52.79,8.5916,19795,10.21
20160328_153813_1281_1081,7,11,1,908,926,1059.79,0.010379,0.006605,25.62,78.36,13.0004,29953,131.62
20160328_153813_1281_721,2,2,1,679,681,790.77,0.002529,0.002529,33.69,103.86,17.8034,41019,13.92
20160328_153813_1921_1,3,1,1,232,233,270.69,0.003694,0.011083,15.91,47.94,2.0773,4786,27.48
20160328_153813_1921_1081,21,29,3,2366,2404,2804.13,0.010342,0.007489,36.5,157.1,40.1589,92526,13.27
20160328_153813_1921_361,6,2,3,416,415,499.09,0.004007,0.012022,12.55,37.18,3.7713,8689,33.57
20160328_153813_1_1,13,1,7,444,438,504.69,0.001981,0.025758,7.72,26.79,2.1263,4899,135.05
20160328_153813_1_1081,4,3,2,1048,1052,1222.66,0.002454,0.003272,12.52,51.99,9.1089,20987,12.44
20160328_153813_1_361,7,10,1,1098,1115,1271.16,0.007867,0.005507,14.02,49.19,10.668,24579,0.43
20160328_153813_1_721,11,5,5,927,928,1059.31,0.00472,0.010384,13.92,40.0,8.2305,18963,146.18
20160328_153813_641_1,4,7,1,686,699,834.86,0.008385,0.004791,17.16,45.54,8.8112,20301,155.03
20160328_153813_641_1081,8,4,2,690,693,770.87,0.005189,0.010378,11.65,37.99,5.8377,13450,130.9
20160328_153813_641_361,1,0,1,274,273,325.19,0.0,0.003075,17.54,50.33,4.0022,9221,134.15
20160328_153813_641_721,9,8,1,1133,1144,1318.8,0.006066,0.006824,21.89,74.35,17.1918,39610,25.19
20160328_153821_1281_1,25,19,4,1236,1257,1475.29,0.012879,0.016946,22.76,86.0,14.1936,32702,148.77
20160328_153821_1281_1081,24,32,1,1702,1746,2041.75,0.015673,0.011755,13.53,50.0,14.1628,32631,16.77
20160328_153821_1281_361,9,10,1,657,669,784.15,0.012753,0.011477,20.62,60.35,7.1597,16496,91.25
20160328_153821_1281_721,5,1,3,422,419,476.58,0.002098,0.010492,22.87,75.9,5.5894,12878,2.23
20160328_153821_1921_1,13,16,1,848,867,1012.8,0.015798,0.012836,23.99,72.8,10.1645,23419,105.54
20160328_153821_1921_361,11,9,2,498,508,563.5,0.015971,0.019521,11.23,31.96,3.4067,7849,93.81
20160328_153821_1921_721,5,5,1,324,328,360.31,0.013877,0.013877,20.88,66.34,3.1658,7294,96.51
20160328_153821_1_1,20,20,2,742,766,891.92,0.022424,0.022424,14.17,43.94,5.6363,12986,118.24
20160328_153821_1_1081,15,15,2,649,670,783.91,0.019135,0.019135,13.74,42.34,5.0117,11547,76.8
20160328_153821_1_361,7,8,1,428,438,492.26,0.016252,0.01422,13.81,35.97,4.3711,10071,80.44
20160328_153821_1_721,11,9,1,610,622,722.24,0.012461,0.01523,17.59,61.18,6.6788,15388,68.03
20160328_153821_641_1081,5,4,1,394,396,470.14,0.008508,0.010635,16.11,55.97,4.3351,9988,128.32
20160328_153821_641_361,6,2,3,167,166,190.85,0.010479,0.031438,17.13,56.0,1.3798,3179,89.57
20160328_153821_641_721,32,30,2,1601,1651,1922.72,0.015603,0.016643,18.3,69.91,15.0512,34678,152.87
20160328_153845_1281_1,9,7,3,605,611,693.43,0.010095,0.012979,10.62,43.59,4.0148,9250,87.25
20160328_153845_1281_1081,12,17,2,852,875,1015.83,0.016735,0.011813,14.5,61.56,6.066,13976,131.42
20160328_153845_1281_361,9,7,3,873,876,1008.55,0.006941,0.008924,11.47,45.97,6.2878,14487,12.59
20160328_153845_1281_721,22,16,5,1046,1057,1204.05,0.013289,0.018272,7.42,29.98,5.0052,11532,156.23
20160328_153845_1921_361,7,4,3,907,909,1028.29,0.00389,0.006807,9.73,35.19,5.7257,13192,169.54
20160328_153845_1_1,10,10,3,480,505,594.88,0.01681,0.01681,7.28,24.77,2.2049,5080,161.85
20160328_153845_1_361,9,7,3,548,553,625.07,0.011199,0.014398,6.58,28.36,2.0977,4833,8.66
20160328_153845_641_1,24,15,4,983,1006,1165.47,0.01287,0.020593,15.55,60.0,8.4844,19548,31.7
20160328_153845_641_1081,11,7,2,1030,1032,1159.99,0.006035,0.009483,38.68,134.0,21.3555,49203,37.87
20160328_153845_641_361,41,26,16,1760,1779,2071.02,0.012554,0.019797,17.94,82.0,15.7435,36273,170.67
20160328_153845_641_721,17,14,4,1001,1016,1206.12,0.011607,0.014095,25.28,78.79,12.8472,29600,92.77
20160328_153848_1281_1,17,14,6,1312,1327,1475.7,0.009487,0.01152,12.75,60.76,8.5109,19609,22.7
20160328_153848_1281_1081,14,4,8,984,979,1114.03,0.003591,0.012567,13.35,69.18,6.819,15711,11.92
20160328_153848_1281_361,13,12,9,1179,1200,1367.34,0.008776,0.009507,11.39,42.0,8.0968,18655,144.3
20160328_153848_1281_721,3,2,2,664,666,753.81,0.002653,0.00398,10.49,35.97,4.819,11103,80.44
20160328_153848_1921_1,1,1,1,183,182,213.48,0.004684,0.004684,7.15,24.77,0.8043,1853,25.84
20160328_153848_1921_1081,1,1,1,854,854,953.41,0.001049,0.001049,11.37,43.98,6.8056,15680,163.12
20160328_153848_1921_361,2,1,1,564,564,672.94,0.001486,0.002972,10.7,33.56,4.9735,11459,32.04
20160328_153848_1_1,10,4,4,391,391,431.59,0.009268,0.02317,13.11,38.76,3.4097,7856,82.55
20160328_153848_1_1081,15,0,8,373,365,406.84,0.0,0.03687,6.17,21.19,1.4891,3431,9.47
20160328_153848_1_361,3,2,1,592,594,716.19,0.002793,0.004189,15.92,57.12,7.553,17402,38.0
20160328_153848_1_721,4,2,3,259,262,290.58,0.006883,0.013766,8.46,29.97,0.8919,2055,142.69
20160328_153848_641_1,15,10,4,1010,1016,1142.75,0.008751,0.013126,17.54,68.0,10.9852,25310,38.4
20160328_153848_641_1081,17,12,3,1444,1450,1689.83,0.007101,0.01006,19.67,86.8,17.5421,40417,176.59
20160328_153848_641_361,13,5,5,821,820,945.09,0.00529,0.013755,14.71,52.0,7.849,18084,167.83
20160328_153848_641_721,11,9,3,766,783,886.14,0.010156,0.012413,16.12,48.0,8.9462,20612,57.7
20160328_153915_1281_361,15,14,1,984,1002,1139.52,0.012286,0.013163,21.42,63.12,12.8663,29644,176.38
20160328_153915_1921_361,9,4,4,412,413,469.33,0.008523,0.019176,13.4,43.55,2.7287,6287,8.2
20160328_153915_1921_721,24,21,2,1237,1268,1521.08,0.013806,0.015778,35.73,132.0,17.6033,40558,0.46
20160328_153915_1_361,7,6,1,257,265,298.97,0.020069,0.023414,13.79,42.0,1.4727,3393,123.83
20160328_153915_1_721,32,28,3,1224,1256,1456.07,0.01923,0.021977,17.27,55.58,11.3273,26098,164.16
20160328_153915_641_361,21,23,2,1158,1181,1378.99,0.016679,0.015228,23.39,89.17,14.3424,33045,3.57
20160328_153918_1281_721,6,4,1,860,861,980.71,0.004079,0.006118,24.08,71.94,16.8407,38801,166.9
20160328_153918_1921_721,7,7,1,856,866,981.98,0.007128,0.007128,29.83,109.45,17.5087,40340,7.56
20160328_153918_1_361,8,7,1,1073,1080,1272.2,0.005502,0.006288,31.72,110.27,21.0516,48503,24.12
20160328_153918_1_721,2,0,1,73,72,80.28,0.0,0.024911,23.41,69.57,0.6254,1441,23.78
20160328_153918_641_721,5,5,1,847,854,995.66,0.005022,0.005022,25.8,86.0,16.2643,37473,24.64
20160328_154011_1281_1,13,13,2,696,714,820.04,0.015853,0.015853,8.08,27.97,3.8832,8947,164.0
20160328_154011_1281_361,18,17,4,1058,1089,1242.67,0.01368,0.014485,11.52,48.76,7.2378,16676,10.62
20160328_154011_1281_721,12,5,5,384,385,455.42,0.010979,0.02635,7.64,28.36,2.0334,4685,35.33
20160328_154011_1921_1,14,13,1,812,832,945.91,0.013743,0.014801,14.08,46.0,7.1675,16514,13.87
20160328_154011_1921_1081,6,6,2,515,522,607.74,0.009873,0.009873,11.59,37.97,4.1441,9548,26.16
20160328_154011_1921_361,8,6,2,325,341,398.16,0.015069,0.020092,17.55,47.17,3.4015,7837,174.65
20160328_154011_1921_721,1,0,1,334,333,381.88,0.0,0.002619,13.01,34.0,3.2148,7407,25.81
20160328_154011_1_1,15,20,4,1081,1107,1278.48,0.015644,0.011733,26.83,91.09,10.6801,24607,157.2
20160328_154011_1_1081,12,7,3,210,218,249.89,0.028012,0.04802,8.08,20.0,0.7808,1799,83.62
20160328_154011_1_361,17,11,4,980,991,1131.0,0.009726,0.015031,11.29,42.34,6.9926,16111,39.15
20160328_154011_1_721,12,13,2,580,597,675.29,0.019251,0.01777,10.48,30.0,3.8637,8902,77.42
20160328_154011_641_1081,4,3,1,410,412,465.85,0.00644,0.008586,10.82,34.76,2.9418,6778,79.41
20160328_154011_641_361,10,11,1,902,925,1044.71,0.010529,0.009572,17.21,49.94,9.9288,22876,2.73
20160328_154017_1281_1,2,0,1,378,377,468.54,0.0,0.004269,23.54,57.94,8.4015,19357,124.63
20160328_154017_1281_1081,1,0,1,96,95,110.33,0.0,0.009064,36.43,99.46,1.273,2933,58.05
20160328_154017_1281_361,5,4,1,974,975,1068.61,0.003743,0.004679,14.87,50.76,10.2734,23670,10.19
20160328_154017_1281_721,5,4,1,1119,1121,1254.38,0.003189,0.003986,17.42,62.76,11.7695,27117,8.03
20160328_154017_1921_1081,7,4,2,697,697,816.29,0.0049,0.008575,15.4,79.13,6.7587,15572,64.55
20160328_154017_1921_361,1,0,1,368,367,422.92,0.0,0.002365,11.47,30.8,3.4457,7939,23.76
20160328_154017_1921_721,4,2,2,396,396,459.37,0.004354,0.008707,10.95,40.0,3.1128,7172,2.38
20160328_154017_1_1,3,0,2,570,568,653.74,0.0,0.004589,11.74,36.0,4.9536,11413,24.42
20160328_154017_1_1081,5,5,2,824,827,913.57,0.005473,0.005473,13.37,48.33,7.3663,16972,171.98
20160328_154017_1_361,1,0,1,208,207,238.07,0.0,0.004201,11.44,30.8,1.5295,3524,29.1
20160328_154017_1_721,11,5,4,583,587,655.76,0.007625,0.016774,11.08,34.79,4.6337,10676,6.14
20160328_154017_641_1081,1,1,1,320,320,357.28,0.002799,0.002799,14.58,48.0,2.2999,5299,169.26
20160328_154017_641_361,6,2,3,1020,1019,1181.79,0.001692,0.005077,11.56,44.8,8.513,19614,8.15
20160328_154017_641_721,8,4,3,1120,1126,1236.18,0.003236,0.006472,14.12,47.97,9.8876,22781,174.72
20160328_154159_1281_1081,12,6,4,737,741,854.08,0.007025,0.01405,18.33,63.51,7.8511,18089,27.73
20160328_154159_1281_361,6,4,2,783,783,891.94,0.004485,0.006727,28.15,96.66,13.8524,31916,175.74
20160328_154159_1281_721,9,19,1,768,809,907.58,0.020935,0.009916,12.56,50.74,4.4809,10324,101.94
20160328_154159_1921_1081,1,0,1,458,457,527.42,0.0,0.001896,27.95,75.9,10.4983,24188,137.8
20160328_154159_1921_361,5,3,1,713,717,818.48,0.003665,0.006109,22.6,82.69,12.0556,27776,6.6
20160328_154159_1921_721,4,3,2,650,651,764.08,0.003926,0.005235,30.26,83.12,13.8303,31865,136.44
20160328_154159_1_361,17,29,3,1274,1318,1518.07,0.019103,0.011198,27.21,78.0,13.1671,30337,171.87
20160328_154159_1_721,2,1,1,432,431,461.24,0.002168,0.004336,23.76,68.71,3.8381,8843,179.34
20160328_154159_641_361,11,11,1,928,939,1049.6,0.01048,0.01048,28.7,73.91,17.3672,40014,176.58
20160328_154202_1281_1,1,0,1,200,199,224.68,0.0,0.004451,28.38,74.73,2.648,6101,66.08
20160328_154202_1281_1081,20,23,2,1274,1304,1537.62,0.014958,0.013007,26.68,81.2,18.5764,42800,177.76
20160328_154202_1281_361,6,7,1,998,1005,1164.89,0.006009,0.005151,27.97,80.69,20.2148,46575,19.13
20160328_154202_1921_1081,4,4,1,763,766,829.79,0.004821,0.004821,39.0,138.0,14.9379,34417,176.09
20160328_154202_1921_361,2,1,1,108,108,121.25,0.008247,0.016494,16.0,45.14,1.1445,2637,75.45
20160328_154202_1921_721,10,12,3,1062,1097,1235.76,0.009711,0.008092,29.49,127.06,11.6528,26848,31.05
20160328_154202_1_1081,7,4,2,342,345,395.12,0.010124,0.017716,15.68,45.94,3.2595,7510,128.94
20160328_154202_641_1,4,3,2,442,444,541.34,0.005542,0.007389,31.47,110.71,8.6411,19909,59.76
20160328_154202_641_1081,15,16,1,1221,1244,1431.64,0.011176,0.010478,22.65,88.36,16.1897,37301,173.39
20160328_154202_641_361,7,3,2,353,352,419.1,0.007158,0.016702,15.44,56.0,3.2183,7415,139.29
20160328_154202_641_721,12,18,3,611,646,744.58,0.024175,0.016116,19.39,58.33,6.1224,14106,97.36
20160328_154318_1281_361,6,5,4,314,319,360.01,0.013889,0.016666,11.16,36.76,1.4718,3391,17.18
20160328_154318_1281_721,26,29,2,1192,1239,1426.22,0.020333,0.01823,16.29,64.79,10.0165,23078,13.75
20160328_154318_1921_721,15,19,2,960,985,1133.29,0.016765,0.013236,15.18,54.79,9.0812,20923,179.82
20160328_154318_1_1,35,35,2,1644,1714,1968.74,0.017778,0.017778,16.68,56.78,13.7548,31691,3.41
20160328_154318_1_1081,19,14,5,642,653,784.72,0.017841,0.024212,11.34,38.77,4.1298,9515,132.53
20160328_154318_1_721,19,23,1,684,744,871.99,0.026376,0.021789,9.31,43.54,2.8837,6644,134.15
20160328_154318_641_1,31,31,3,1183,1239,1442.79,0.021486,0.021486,14.86,72.71,8.4983,19580,26.56
20160328_154318_641_361,30,23,9,911,943,1091.7,0.021068,0.02748,18.66,84.0,6.7496,15551,76.19
20160328_154318_641_721,27,18,6,901,928,1051.44,0.017119,0.025679,8.64,51.94,3.4818,8022,169.25
20160328_154321_1281_1,2,1,1,169,170,187.4,0.005336,0.010673,19.06,63.15,1.6497,3801,90.26
20160328_154321_1281_361,0,0,2,287,285,300.74,0.0,0.0,18.84,54.0,1.6975,3911,90.68
20160328_154321_1281_721,5,4,2,769,773,875.72,0.004568,0.00571,17.42,52.77,10.2214,23550,5.08
20160328_154321_1921_1081,3,2,1,248,250,278.17,0.00719,0.010785,15.66,50.0,2.6936,6206,77.92
20160328_154321_1921_721,4,5,1,830,837,969.13,0.005159,0.004127,17.67,68.71,10.3602,23870,22.67
20160328_154321_1_721,6,4,2,779,784,883.0,0.00453,0.006795,18.33,57.58,11.023,25397,5.52
20160328_154321_641_1,8,8,3,437,450,508.82,0.015723,0.015723,15.1,42.34,3.2648,7522,77.65
20160328_154321_641_361,5,2,2,427,428,452.44,0.00442,0.011051,21.09,60.0,3.599,8292,126.15
20160328_154321_641_721,17,13,2,907,922,1062.42,0.012236,0.016001,27.76,89.08,17.5169,40359,176.0
20160328_154325_1281_1,1,1,1,292,293,342.71,0.002918,0.002918,17.55,47.54,3.6667,8448,115.92
20160328_154325_1281_361,13,22,2,1454,1482,1691.59,0.013005,0.007685,16.43,56.34,15.3464,35358,152.06
20160328_154325_1281_721,10,6,3,729,734,843.77,0.007111,0.011852,21.96,92.36,8.3138,19155,42.13
20160328_154325_1921_1,3,2,1,251,252,288.04,0.006944,0.010415,18.47,50.33,3.3872,7804,112.18
20160328_154325_1921_1081,5,4,1,454,457,531.56,0.007525,0.009406,11.61,37.99,3.5534,8187,96.16
20160328_154325_1921_721,4,1,2,279,279,305.51,0.003273,0.013093,26.18,89.88,3.553,8186,93.21
20160328_154325_1_361,9,6,4,775,779,864.74,0.006938,0.010408,21.66,63.19,12.2713,28273,172.55
20160328_154325_641_361,3,2,2,663,663,764.9,0.002615,0.003922,18.4,53.98,9.3012,21430,2.66
20160328_154325_641_721,2,1,1,199,200,218.64,0.004574,0.009147,19.76,52.0,2.0174,4648,176.29
20160328_154452_1281_361,2,3,1,733,739,835.93,0.003589,0.002393,25.76,104.36,13.9618,32168,3.22
20160328_154452_1281_721,2,2,1,109,113,132.05,0.015145,0.015145,10.56,32.76,0.6367,1467,4.6
20160328_154452_1921_721,5,11,1,761,781,928.05,0.011853,0.005388,22.32,62.0,13.5503,31220,17.28
20160328_154452_1_361,6,4,2,745,747,852.21,0.004694,0.007041,25.26,71.51,13.3142,30676,174.41
20160328_154452_1_721,1,0,2,152,150,174.44,0.0,0.005733,30.65,72.0,2.987,6882,139.94
20160328_154452_641_361,5,2,2,680,679,748.59,0.002672,0.006679,23.63,64.0,13.6055,31347,179.36
20160328_154454_361_1,4,2,2,132,133,143.36,0.013951,0.027903,9.29,29.16,0.4596,1059,88.5
20160328_154454_361_1921,6,8,2,607,640,785.39,0.010186,0.00764,37.41,118.68,14.5195,33453,119.2
20160328_154454_721_1,11,12,1,913,932,1082.77,0.011083,0.010159,15.0,48.33,8.6359,19897,81.21
20160328_154454_721_1281,13,12,1,952,964,1135.48,0.010568,0.011449,27.67,93.48,17.3377,39946,93.11
20160328_154454_721_1921,3,4,1,413,415,498.67,0.008021,0.006016,28.89,85.09,7.3416,16915,119.2
20160328_154454_721_641,11,12,1,899,913,1058.8,0.011334,0.010389,18.73,60.73,11.7496,27071,78.38
20160329_103609_1_1921,3,0,3,265,262,299.28,0.0,0.010024,14.95,51.94,2.4058,5543,84.14
20160329_103609_361_1,7,8,1,913,926,1068.08,0.00749,0.006554,17.68,68.0,12.0221,27699,96.06
20160329_103609_361_1281,11,12,2,800,815,903.23,0.013286,0.012179,15.97,46.0,7.5829,17471,101.68
20160329_103609_361_1921,15,9,7,1601,1606,1859.91,0.004839,0.008065,15.75,72.0,16.6688,38405,115.48
20160329_103609_361_641,4,3,1,605,610,692.84,0.00433,0.005773,18.91,79.09,7.3255,16878,71.81
20160329_103609_721_1281,3,1,2,283,282,317.62,0.003148,0.009445,13.51,36.0,2.411,5555,101.99
20160329_103609_721_1921,4,1,2,127,127,145.23,0.006886,0.027543,7.85,19.6,0.7569,1744,64.73
20160329_103609_721_641,2,1,1,365,365,393.58,0.002541,0.005082,17.4,49.54,3.349,7716,84.37
20160329_103800_1_641,1,1,1,287,286,306.3,0.003265,0.003265,19.55,68.0,1.7582,4051,89.66
20160329_103800_361_1,7,7,1,1168,1176,1344.17,0.005208,0.005208,20.24,62.36,17.3277,39923,105.44
20160329_103800_361_1281,4,2,2,932,931,1035.8,0.001931,0.003862,26.44,94.0,15.339,35341,62.58
20160329_103800_361_1921,4,3,2,361,364,411.63,0.007288,0.009717,16.01,56.79,3.6901,8502,80.73
20160329_103800_361_641,3,7,3,987,1000,1131.72,0.006185,0.002651,25.81,78.0,14.9045,34340,80.26
20160329_103800_721_1,3,2,2,320,321,363.66,0.0055,0.008249,13.29,35.15,3.3381,7691,79.98
20160329_103800_721_1281,2,1,2,378,377,418.01,0.002392,0.004785,24.22,76.73,5.3038,12220,95.02
20160329_103800_721_1921,4,5,2,785,791,917.34,0.005451,0.00436,29.14,85.58,17.6992,40779,75.61
20160329_103800_721_641,6,4,6,845,850,967.22,0.004136,0.006203,18.17,60.39,9.901,22812,88.86
20160329_111111_361_1281,2,1,3,352,350,371.54,0.002692,0.005383,14.51,51.99,1.9488,4490,87.52
20160329_111111_361_1921,13,17,2,972,1008,1141.79,0.014889,0.011386,12.08,56.0,6.3103,14539,102.14
20160329_111111_361_641,1,0,3,429,426,462.45,0.0,0.002162,15.37,45.96,3.9062,9000,90.54
20160329_111111_721_1,3,4,1,683,688,765.87,0.005223,0.003917,12.77,45.15,6.2969,14508,95.83
20160329_111111_721_1281,4,7,2,766,785,851.27,0.008223,0.004699,17.25,64.39,7.0104,16152,89.26
20160329_111111_721_1921,2,2,3,339,339,375.45,0.005327,0.005327,14.16,36.79,2.3715,5464,98.78
20160329_111111_721_641,4,2,2,487,488,536.88,0.003725,0.00745,20.71,66.0,5.8056,13376,92.46
20160330_165325_1281_1081,5,5,1,477,490,604.32,0.008274,0.008274,9.8,36.0,3.7921,8737,51.84
20160330_165325_1281_361,7,6,2,854,859,998.18,0.006011,0.007013,7.39,24.77,4.635,10679,161.6
20160330_165325_1281_721,12,12,3,1340,1351,1594.56,0.007526,0.007526,9.05,34.0,9.194,21183,170.76
20160330_165325_1921_1081,15,9,3,949,967,1134.76,0.007931,0.013219,8.6,33.56,5.9844,13788,28.51
20160330_165325_1921_361,21,16,6,1487,1526,1801.87,0.00888,0.011655,7.08,25.98,7.4761,17225,167.4
