image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees,normalized_coverage,normalized_skeleton_length,normalized_max_width,normalized_branch_density,CSI,severity
20160316_143629_1281_361,14,15,1,1020,1040,1193.67,0.012566,0.011729,18.05,63.15,10.1306,23341,23.02,0.5871686319257552,0.7919691831813948,0.5238888888888888,0.7511170220714595,66.35,High
20160316_143629_1281_721,4,1,3,231,230,259.82,0.003849,0.015395,15.19,58.8,1.2201,2811,76.15,0.02851571867667504,0.07430618930056966,0.4755555555555555,0.2300691881229546,20.21,Low
20160316_143629_1921_361,11,9,2,741,751,853.31,0.010547,0.012891,16.39,50.0,8.1662,18815,164.24,0.46400856427674647,0.5304027896521581,0.37777777777777777,0.6304338080365816,50.07,High
20160316_143629_1921_721,0,3,1,355,360,423.37,0.007086,0.0,21.31,60.0,3.8624,8899,143.67,0.19417742034078422,0.19999423625587187,0.4888888888888889,0.42355683737055244,32.67,Moderate
20160316_143629_1_721,12,10,1,889,901,1024.44,0.009761,0.011714,15.01,53.2,8.3364,19207,172.94,0.4746794273972215,0.6619160606730133,0.4133333333333334,0.5834516355594076,53.33,High
20160316_143629_641_361,9,13,1,877,890,1026.69,0.012662,0.008766,21.04,77.19,10.0386,23129,160.08,0.5814005978065796,0.6636451839114691,0.6798888888888889,0.7568553026793585,67.04,High
20160316_143629_641_721,1,0,2,206,204,218.5,0.0,0.004577,12.42,35.97,0.9293,2141,176.78,0.01028371517823696,0.04255180165035208,0.22188888888888889,0.0,6.87,Low
20160316_144105_1281_1,4,3,2,403,405,460.09,0.00652,0.008694,11.31,36.4,3.6732,8463,78.08,0.18231533278265324,0.22821352750746887,0.22666666666666666,0.38972489128648063,25.67,Low
20160316_144105_1281_1081,8,9,2,609,628,711.26,0.012654,0.011248,18.94,59.97,6.5412,15071,91.45,0.3621275268456533,0.42123747586432153,0.4885555555555555,0.7563771126287003,50.71,High
20160316_144105_1281_361,29,34,4,1766,1812,2052.66,0.016564,0.014128,14.33,53.59,13.8012,31798,9.39,0.8173006540762602,1.0,0.4176666666666667,0.990092499887924,80.63,High
20160316_144105_1281_721,10,10,2,1212,1230,1431.72,0.006985,0.006985,13.4,41.57,11.1749,25747,150.81,0.6526420887807032,0.9749104218100081,0.2841111111111111,0.4175196879809919,58.23,High
20160316_144105_1921_1,5,6,1,535,543,646.14,0.009286,0.007738,14.81,47.6,4.9345,11369,133.19,0.2613938266360919,0.3711928068473281,0.35111111111111115,0.5550591013015735,38.47,Moderate
20160316_144105_1921_361,7,6,1,592,595,705.6,0.008503,0.009921,15.0,48.0,6.1372,14140,151.66,0.33679833353970773,0.4168877702955841,0.35555555555555557,0.5082562500933965,40.44,Moderate
20160316_144105_1_1,16,22,3,1142,1187,1398.25,0.015734,0.011443,12.1,41.54,8.7539,20169,27.2,0.5008550170141332,0.949188753013958,0.2837777777777778,0.9404802821321299,66.86,High
20160316_144105_1_361,7,6,4,546,552,629.46,0.009532,0.011121,7.79,27.58,2.7678,6377,165.61,0.12555035352719987,0.3583742399062432,0.12866666666666665,0.569763445359315,29.56,Moderate
20160316_144105_1_721,8,4,2,503,507,574.93,0.006957,0.013915,9.3,39.16,2.9401,6774,18.86,0.13635287829604748,0.31646797759824785,0.2573333333333333,0.415846022803688,28.15,Moderate
20160316_144105_641_361,20,18,1,1068,1092,1262.24,0.01426,0.015845,14.77,60.39,9.3728,21595,20.29,0.5396575856701968,0.8446651744973538,0.49322222222222223,0.8523737652983457,68.25,High
20160316_144105_641_721,13,9,4,820,831,967.69,0.0093,0.013434,7.38,25.18,4.3789,10089,22.46,0.2265599162381132,0.6183037301030752,0.102,0.5558959338902254,37.57,Moderate
20160316_144203_1281_721,10,13,3,1285,1308,1501.02,0.008661,0.006662,24.56,81.5,19.0321,43850,11.92,1.0,1.0,0.7277777777777777,0.5177005035938971,81.14,High
20160316_144203_1921_721,4,11,1,1170,1184,1373.3,0.00801,0.002913,19.44,73.1,15.6372,36028,169.19,0.9324105523676369,0.9300146975475271,0.6344444444444444,0.47878778822158125,74.39,High
20160316_144203_1_361,4,6,2,789,794,909.57,0.006597,0.004398,19.1,54.73,11.4405,26359,169.24,0.6692941524986716,0.5736385556057216,0.4303333333333333,0.3943274705240664,51.69,High
20160316_144203_641_361,10,8,1,907,920,1051.72,0.007607,0.009508,18.93,57.55,11.7487,27069,4.46,0.6886170667979102,0.6828807193152674,0.4616666666666666,0.4546989644196715,57.2,High
20160316_144203_641_721,4,3,2,516,517,577.89,0.005191,0.006922,19.62,48.36,8.3446,19226,16.87,0.4751935347861046,0.3187427352808385,0.3595555555555556,0.31028556912087746,36.59,Moderate
20160316_144212_1281_361,3,1,1,237,239,270.07,0.003703,0.011108,19.38,57.12,2.3802,5484,165.49,0.10124937499902036,0.08218330627575675,0.45688888888888884,0.2213422196984414,21.54,Low
20160316_144212_1281_721,9,5,3,945,944,1063.71,0.004701,0.008461,19.29,80.76,11.8598,27325,167.78,0.6955825949570453,0.6920950249281935,0.7195555555555556,0.2809964285180591,59.71,High
20160316_144212_1921_361,7,5,1,753,759,856.75,0.005836,0.00817,17.93,57.12,9.8911,22789,166.12,0.572152934408988,0.5330464269589527,0.45688888888888884,0.34883964195519956,47.77,High
20160316_144212_1921_721,3,1,1,111,111,122.18,0.008184,0.024553,16.95,45.96,1.4575,3358,103.09,0.04339975454506982,0.0,0.3328888888888889,0.4891884218233984,21.64,Low
20160316_144212_1_361,3,3,1,177,190,228.11,0.013152,0.013152,13.32,35.15,1.6198,3732,32.94,0.05357531908357222,0.04993707912660066,0.21277777777777776,0.7861444432821769,27.56,Low
20160316_144212_1_721,7,5,2,682,689,760.66,0.006573,0.009203,15.66,45.94,8.6293,19882,175.48,0.49304309254403217,0.4592013371886378,0.33266666666666667,0.39289290037209157,41.95,Moderate
20160316_144212_641_361,1,1,3,315,312,338.1,0.002958,0.002958,14.82,41.18,1.7847,4112,2.69,0.06391389328196438,0.13446430801448625,0.2797777777777778,0.17681077123089106,16.37,Low
20160316_144212_641_721,11,12,3,990,1003,1137.62,0.010548,0.009669,14.25,50.0,8.5647,19733,8.73,0.48899292945600226,0.7488948020634205,0.37777777777777777,0.6304935817929138,56.15,High
20160316_183217_1281_1,1,1,1,419,419,502.67,0.001989,0.001989,21.33,66.39,6.8303,15737,59.81,0.38025294710493274,0.2609362241712217,0.5598888888888889,0.1188900013449095,33.0,Moderate
20160316_183217_1281_1081,1,2,1,734,736,818.84,0.002442,0.001221,12.28,50.0,5.776,13308,60.66,0.3141525300196395,0.5039126216390168,0.37777777777777777,0.1459675129634334,33.55,Moderate
20160316_183217_1281_361,2,0,1,326,325,370.98,0.0,0.005391,28.8,90.38,8.6576,19947,98.63,0.4948173899959091,0.15973256227245222,0.8264444444444444,0.0,37.02,Moderate
20160316_183217_1281_721,3,3,1,537,540,637.34,0.004707,0.004707,10.93,30.79,4.0464,9323,68.18,0.20571348857913568,0.36443001373692363,0.16433333333333333,0.28135507105605284,25.4,Low
20160318_181602_1281_361,16,10,3,975,984,1145.54,0.008729,0.013967,14.96,48.0,11.0135,25375,174.72,0.6425229506629321,0.7549813158627846,0.35555555555555557,0.5217651190244923,56.87,High
20160318_181602_1921_361,12,10,5,829,834,953.29,0.01049,0.012588,13.64,43.18,7.9865,18401,6.98,0.45274208893744344,0.6072373413769586,0.302,0.6270267039256413,49.73,High
20160318_181602_1_1081,2,0,1,66,65,79.91,0.0,0.025028,19.25,48.0,1.3819,3184,179.94,0.038659935203660185,0.0,0.35555555555555557,0.0,9.86,Low
20160318_181602_1_721,5,6,2,883,902,1051.95,0.005704,0.004753,13.78,45.15,9.1567,21097,151.78,0.5261089750924375,0.6830574741351985,0.3238888888888889,0.3409495061193383,46.85,High
20160318_181602_641_361,15,12,3,926,938,1078.83,0.011123,0.013904,16.51,47.94,10.4852,24158,158.25,0.6094006416937957,0.7037147330906157,0.35488888888888886,0.6648634916839761,58.32,High
20160318_181602_641_721,2,1,1,51,52,61.53,0.016253,0.032506,13.79,30.76,0.5252,1210,153.52,0.0,0.0,0.164,0.9715028616685843,28.39,Moderate
20160318_181627_1281_361,6,4,2,797,799,895.93,0.004465,0.006697,14.67,50.0,8.6845,20009,7.74,0.4965039130155376,0.5631562262845946,0.37777777777777777,0.26688982202364053,42.61,Moderate
20160318_181627_1281_721,6,7,1,863,873,1013.42,0.006907,0.005921,18.47,55.53,12.0512,27766,153.64,0.7075826137658522,0.6534471993006659,0.43922222222222224,0.4128573349870739,55.33,High
20160318_181627_1921_361,12,12,1,896,912,1031.29,0.011636,0.011636,20.3,53.59,12.7756,29435,164.23,0.7529996128520577,0.6671802803100896,0.4176666666666667,0.6955274286824369,63.33,High
20160318_181627_1921_721,1,0,1,63,62,71.94,0.0,0.0139,25.38,68.71,0.612,1410,107.91,0.0,0.0,0.5856666666666666,0.0,14.64,Low
20160318_181627_1_1,1,0,1,164,163,180.81,0.0,0.005531,15.24,52.0,1.7292,3984,2.53,0.06043426400354859,0.01358706615817636,0.4,0.0,11.85,Low
20160318_181627_1_361,5,3,2,708,712,832.12,0.003605,0.006009,14.12,47.56,7.829,18038,26.38,0.4428674653095067,0.5141182912419909,0.3506666666666667,0.21548439157787772,38.08,Moderate
20160318_181627_1_721,8,6,1,804,808,897.06,0.006689,0.008918,12.79,37.95,7.4414,17145,2.42,0.4185664867813272,0.5640246303999079,0.24388888888888893,0.3998266561066363,40.66,Moderate
20160318_181627_641_361,9,9,2,1067,1075,1244.41,0.007232,0.007232,14.63,52.33,10.7656,24804,160.17,0.6269806065526747,0.8309628334566137,0.4036666666666667,0.43228380579506565,57.35,High
20160318_181627_641_721,8,6,2,818,824,935.42,0.006414,0.008552,18.34,55.53,10.9996,25343,14.93,0.6416514759427521,0.5935042603675349,0.43922222222222224,0.3833888731152587,51.44,High
20160321_183951_1281_1,5,3,1,390,394,445.36,0.006736,0.011227,14.11,42.0,4.4232,10191,92.18,0.22933735005854236,0.21689353403971226,0.28888888888888886,0.4026360226542536,28.44,Moderate
20160321_183951_1281_1081,2,1,1,423,422,471.71,0.00212,0.00424,23.07,58.33,7.5838,17473,88.56,0.42749440046144266,0.2371434884100712,0.4703333333333333,0.1267203634244385,31.54,Moderate
20160321_183951_1281_361,6,3,3,560,560,634.97,0.004725,0.009449,24.96,90.0,6.1029,14061,27.51,0.3346478599496237,0.3626086705924169,0.8222222222222222,0.2824309986700339,45.05,Moderate
20160321_183951_1281_721,9,7,1,1078,1087,1218.31,0.005746,0.007387,37.26,120.63,25.7131,59243,165.37,1.0,0.8109050038905273,1.0,0.34346000388529413,78.86,High
20160321_183951_1921_361,6,5,1,762,764,836.9,0.005974,0.007169,47.55,151.39,13.355,30770,178.02,0.789325688598258,0.5177917174996879,1.0,0.3570884203290545,66.61,High
20160321_183951_1921_721,6,5,1,763,766,848.84,0.00589,0.007068,57.19,179.18,15.4614,35623,178.39,0.9213885915181683,0.5269675981517595,1.0,0.3520674247971428,70.01,High
20160321_183951_1_361,2,0,1,644,643,698.5,0.0,0.002863,38.44,92.27,22.1372,51004,179.35,1.0,0.411431425854235,0.8474444444444444,0.0,56.47,High
20160321_183951_641_361,7,3,2,742,745,834.88,0.003593,0.008384,40.32,106.0,22.9119,52789,175.67,1.0,0.5162393490811632,1.0,0.21476710650189032,68.28,High
20160321_185457_1281_1,2,1,1,374,374,443.17,0.002256,0.004513,23.03,80.0,6.4592,14882,145.62,0.3569864529568228,0.21521052075428204,0.7111111111111111,0.1348495942856289,35.45,Moderate
20160321_185457_1281_1081,2,1,1,63,64,72.7,0.013755,0.027511,14.58,38.0,0.5056,1165,113.55,0.0,0.0,0.24444444444444444,0.8221880183505431,26.67,Low
20160321_185457_1281_361,10,9,1,1003,1028,1217.71,0.007391,0.008212,33.4,103.48,20.4405,47095,168.17,1.0,0.8104439043602726,0.9720000000000001,0.4417878330518985,80.61,High
20160321_185457_1281_721,6,9,2,1093,1100,1297.99,0.006934,0.004623,21.96,69.91,16.4592,37922,7.12,0.9839466833020113,0.8721390215083721,0.599,0.4144712264080455,71.74,High
20160321_185457_1921_1,7,4,3,559,562,658.1,0.006078,0.010637,20.96,63.18,9.9701,22971,177.28,0.577105920228715,0.38038405748374154,0.5242222222222223,0.3633048909876119,46.13,Moderate
20160321_185457_1921_1081,7,7,1,623,636,755.29,0.009268,0.009268,34.04,81.2,14.1037,32495,77.33,0.8362662010442022,0.45507449639285685,0.7244444444444444,0.5539831736875924,64.24,High
20160321_185457_1921_721,0,0,1,184,183,219.87,0.0,0.0,34.43,90.29,4.128,9511,60.12,0.21082948405875243,0.04360464557776733,0.8254444444444445,0.0,27.0,Low
20160321_185457_1_361,10,8,4,610,622,699.87,0.011431,0.014288,12.2,42.0,4.5286,10434,0.55,0.23594551088638066,0.41248426978165026,0.28888888888888886,0.6832738086343191,40.51,Moderate
20160321_185457_1_721,5,5,1,527,529,591.55,0.008452,0.008452,14.83,45.97,4.0482,9327,179.96,0.2058263414205978,0.3292404345863073,0.33299999999999996,0.50520778852045,34.33,Moderate
20160321_185457_641_361,4,3,1,742,746,871.09,0.003444,0.004592,16.43,61.51,7.3008,16821,173.54,0.40975142594267383,0.5440667057320436,0.5056666666666666,0.20586081680838025,41.63,Moderate
20160321_185457_641_721,7,7,2,448,453,516.37,0.013556,0.013556,18.46,52.0,4.5408,10462,17.78,0.2367104023674018,0.2714646634453742,0.4,0.810293040840419,42.96,Moderate
20160321_185518_1281_1,8,5,2,392,405,472.93,0.010572,0.016916,13.16,40.75,3.8438,8856,59.49,0.19301127431234216,0.23808105745492278,0.275,0.6319281519448885,33.45,Moderate
20160321_185518_1281_361,9,11,2,956,971,1140.0,0.009649,0.007895,16.24,47.97,11.1385,25663,10.53,0.650359953542247,0.7507238302000981,0.3552222222222222,0.576756974850192,58.33,High
20160321_185518_1281_721,2,0,1,100,99,106.46,0.0,0.018787,12.32,28.0,0.9566,2204,81.76,0.011995316607079325,0.0,0.13333333333333333,0.0,3.63,Low
20160321_185518_1921_1,3,5,1,421,429,498.59,0.010028,0.006017,18.44,52.0,6.0825,14014,109.51,0.33336886107971947,0.25780074736548864,0.4,0.599411228500127,39.76,Moderate
20160321_185518_1921_1081,4,2,1,394,395,455.89,0.004387,0.008774,31.43,79.99,11.0959,25565,103.39,0.6476891029609765,0.2249858307956849,0.711,0.2622274690297225,46.15,Moderate
20160321_185518_1921_361,4,0,2,403,401,475.97,0.0,0.008404,17.96,44.0,6.6345,15286,111.24,0.36797706579477396,0.24041729507488072,0.3111111111111111,0.0,22.99,Low
20160321_185518_1921_721,3,2,2,486,487,574.4,0.003482,0.005223,26.68,76.0,9.4054,21670,63.82,0.5417014760211223,0.3160606730131894,0.6666666666666666,0.20813221954900699,43.31,Moderate
20160321_185518_1_1081,9,3,7,437,433,495.13,0.006059,0.018177,7.14,29.98,1.7895,4123,84.17,0.06421483419253009,0.25514174007435236,0.15533333333333335,0.3621691896172985,20.92,Low
20160321_185518_1_361,9,8,1,821,830,942.25,0.00849,0.009552,16.17,61.17,9.6957,22339,7.93,0.559902131508043,0.5987531100202693,0.5018888888888889,0.5074791912610768,54.2,High
20160321_185518_1_721,5,4,1,410,417,473.75,0.008443,0.010554,7.44,23.97,1.8229,4200,105.83,0.06630888136188301,0.23871122681293774,0.08855555555555554,0.5046698247134596,22.46,Low
20160321_185518_641_1,6,4,2,417,421,454.14,0.008808,0.013212,17.25,46.0,5.5729,12840,93.37,0.3014189677413287,0.22364095716577492,0.3333333333333333,0.5264872457747426,34.62,Moderate
20160321_185518_641_361,10,7,3,1062,1069,1242.97,0.005632,0.008045,18.47,58.73,13.4049,30885,161.5,0.7924542201476803,0.8298561945840021,0.47477777777777774,0.33664579566341396,60.84,High
20160321_185534_1281_1081,2,1,3,355,353,399.39,0.002504,0.005008,11.63,43.15,2.3646,5448,72.17,0.10027131703968185,0.18156562503001952,0.30166666666666664,0.1496734858560349,18.33,Low
20160321_185534_1281_361,11,12,3,844,867,986.29,0.012167,0.011153,11.63,39.54,5.5165,12710,21.21,0.2978829120421818,0.6325978155409755,0.26155555555555554,0.7272672932948788,47.98,High
20160321_185534_1281_721,4,2,2,716,715,806.54,0.00248,0.004959,15.83,64.0,6.9536,16021,165.69,0.3879833667450889,0.49446008126879226,0.5333333333333333,0.14823891570406011,39.1,Moderate
20160321_185534_1921_361,0,0,1,279,278,300.37,0.0,0.0,11.58,30.0,1.5091,3477,2.62,0.046634869333651,0.10546883255362687,0.15555555555555556,0.0,7.69,Low
20160321_185534_1921_721,5,3,4,640,641,722.19,0.004154,0.006923,13.12,51.18,5.2361,12064,3.33,0.2803029471833028,0.42963717230713083,0.3908888888888889,0.2483001838043007,33.73,Moderate
20160321_185534_641_1,5,5,1,529,540,610.83,0.008186,0.008186,16.69,53.93,5.6628,13047,80.17,0.30705534021213193,0.34405709949183,0.42144444444444445,0.48930796933606296,39.05,Moderate
20160321_185534_641_1081,2,1,2,208,208,230.37,0.004341,0.008682,15.08,47.58,1.4796,3409,82.6,0.04478533665413269,0.05167388735722727,0.35088888888888886,0.2594778762384375,17.67,Low
20160321_185534_641_361,10,8,1,843,849,975.34,0.008202,0.010253,14.89,57.12,9.2418,21293,156.76,0.5314444066526749,0.6241827491138245,0.45688888888888884,0.4902643494373794,52.57,High
20160321_185534_641_721,4,3,1,527,529,627.17,0.004783,0.006378,14.32,40.75,6.105,14066,53.08,0.33477952159799623,0.3566143766991038,0.275,0.28589787653730625,31.31,Moderate
20160321_185637_1281_1,1,0,1,163,162,195.14,0.0,0.005125,31.58,76.0,3.2283,7438,145.17,0.1544218721345958,0.024599659939096435,0.6666666666666666,0.0,21.14,Low
20160321_185637_1281_1081,3,2,1,500,501,607.87,0.00329,0.004935,18.57,55.54,8.0933,18647,46.79,0.45943802419753,0.3417823418092394,0.4393333333333333,0.19665565833320878,35.93,Moderate
20160321_185637_1281_361,1,3,1,630,632,750.88,0.003995,0.001332,20.9,63.93,9.8442,22681,136.26,0.5692124909286692,0.45168541484548375,0.5325555555555556,0.23879615654746783,44.81,Moderate
20160321_185637_1281_721,3,1,2,295,295,350.09,0.002856,0.008569,23.12,62.0,5.0326,11595,110.32,0.2675443064957782,0.14367861362741238,0.5111111111111111,0.17071384808499826,27.33,Low
20160321_185637_1921_1,7,8,1,675,691,820.65,0.009748,0.00853,22.72,72.0,9.9905,23018,145.39,0.5783849190986193,0.5053036052219523,0.6222222222222222,0.5826745767270879,57.21,High
20160321_185637_1_1,9,8,1,572,587,657.83,0.012161,0.013681,14.55,48.0,5.4505,12558,72.23,0.2937449745219036,0.3801765626951269,0.35555555555555557,0.7269086507568852,43.91,Moderate
20160321_185637_1_1081,8,8,2,787,798,905.7,0.008833,0.008833,25.97,70.0,14.4423,33275,172.82,0.8574950744436902,0.5706644636355779,0.6,0.5279815896830496,63.9,High
20160321_185637_1_721,4,4,1,202,207,245.94,0.016264,0.016264,21.85,53.54,2.5673,5915,168.83,0.11297980090877884,0.06363942016734071,0.4171111111111111,0.9721603729882394,39.15,Moderate
20160321_185637_641_721,5,5,1,870,873,1037.03,0.004821,0.004821,21.73,65.18,15.4214,35531,167.03,0.9188807505967876,0.6715914658161943,0.5464444444444445,0.28816927927793295,60.63,High
20160324_165857_1281_361,3,2,2,683,683,771.23,0.002593,0.00389,13.0,39.58,6.6133,15237,16.13,0.3666479101064421,0.4673243739132942,0.26199999999999996,0.154993350169608,31.27,Moderate
20160324_165857_1281_721,1,0,1,119,118,126.28,0.0,0.007919,18.56,47.94,0.8468,1951,3.82,0.005111293277889154,0.0,0.35488888888888886,0.0,9.0,Low
20160324_165857_1921_721,10,8,1,796,806,900.03,0.008889,0.011111,17.73,53.59,9.987,23010,5.23,0.5781654830179983,0.5663070730746694,0.4176666666666667,0.5313289200376574,52.34,High
20160324_165857_1_361,5,3,2,213,215,252.28,0.011892,0.019819,14.09,38.0,1.658,3820,160.23,0.05597030716349084,0.06851170520370034,0.24444444444444444,0.7108295103035012,26.99,Low
20160324_165857_1_721,8,4,3,654,655,749.85,0.005334,0.010669,14.01,50.74,6.7387,15526,158.66,0.37450999139497076,0.4508938606518796,0.386,0.3188332162763938,38.26,Moderate
20160324_165857_641_361,7,5,2,720,720,810.3,0.006171,0.008639,15.19,46.0,8.3615,19265,173.33,0.476253097575388,0.497349638325056,0.3333333333333333,0.36886385032651414,41.89,Moderate
20160324_170309_1281_1,3,1,1,388,388,437.29,0.002287,0.00686,15.92,45.14,5.1115,11777,69.37,0.27249102271320175,0.21069174535778448,0.3237777777777778,0.13670258073192962,23.59,Low
20160324_170309_1281_1081,2,3,1,405,408,478.42,0.006271,0.00418,17.04,50.4,5.4444,12544,96.51,0.293362528781393,0.2423001181567547,0.3822222222222222,0.37484122595974234,32.32,Moderate
20160324_170309_1281_361,5,4,1,462,468,534.69,0.007481,0.009351,17.34,74.31,5.1714,11915,66.18,0.2762465144929694,0.28554356910248907,0.647888888888889,0.44716747112180394,41.42,Moderate
20160324_170309_1281_721,4,5,1,490,496,567.66,0.008808,0.007046,19.28,63.51,6.1823,14244,92.04,0.33962592417856446,0.3108809882899932,0.5278888888888889,0.5264872457747426,42.62,Moderate
20160324_170309_641_1,4,2,1,414,419,493.56,0.004052,0.008104,9.25,25.97,3.2144,7406,58.87,0.15355039741441598,0.25393519630351885,0.11077777777777777,0.24220326065840792,19.01,Low
20160324_170309_641_1081,6,4,1,411,416,476.06,0.008402,0.012603,17.9,62.38,4.9583,11424,90.21,0.26288599198431345,0.24048646000441892,0.5153333333333333,0.5022191007038359,38.02,Moderate
20160324_170309_641_361,8,6,1,427,434,490.33,0.012237,0.016315,10.09,29.16,3.2109,7398,99.1,0.15333096133379517,0.25145294383231354,0.14622222222222223,0.7314514562381386,32.06,Moderate
20160324_170309_641_721,4,4,1,422,424,472.88,0.008459,0.008459,13.78,39.54,4.2444,9779,85.16,0.2181273011399704,0.2380426324940682,0.26155555555555554,0.505626204814776,30.58,Moderate
20160324_170323_1281_721,3,2,1,670,671,779.52,0.002566,0.003849,26.62,84.79,15.2014,35024,2.9,0.9050876255291935,0.47369523242298206,0.7643333333333334,0.1533794587486364,57.41,High
